tweet_id,created_at,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,retweet_count,favorite_count,jpg_url,retweeted,favorited
811627233043480576,2016-12-21 17:39:46+00:00,,,False,3386,13553,http://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,False,False
811386762094317568,2016-12-21 01:44:13+00:00,,,False,6934,22174,http://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,False,False
810657578271330305,2016-12-19 01:26:42+00:00,,,False,2873,11647,http://pbs.twimg.com/media/C0AIwgVXAAAc1Ig.jpg,False,False
810284430598270976,2016-12-18 00:43:57+00:00,,,False,12378,37556,http://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,False,False
809920764300447744,2016-12-17 00:38:52+00:00,,,False,4244,16442,http://pbs.twimg.com/media/Cz1qo05XUAQ4qXp.jpg,False,False
809448704142938112,2016-12-15 17:23:04+00:00,,,False,1594,7355,http://pbs.twimg.com/media/Czu9RiwVEAA_Okk.jpg,False,False
808838249661788160,2016-12-14 00:57:20+00:00,,,False,3309,10732,http://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,False,False
808733504066486276,2016-12-13 18:01:07+00:00,,,False,2356,8400,http://pbs.twimg.com/media/Czky0v9VIAEXRkd.jpg,False,False
808501579447930884,2016-12-13 02:39:32+00:00,,,False,2821,11966,http://pbs.twimg.com/media/Czhf4XtUsAADGoY.jpg,False,False
808001312164028416,2016-12-11 17:31:39+00:00,,,False,3844,13346,http://pbs.twimg.com/media/CzaY5UdUoAAC91S.jpg,False,False
